Kommentar-ID;Artikel-ID;Datum;Titel;Anzahl_Kommentare;Problematisierung;Lösungsvorschlag;Anzahl_Lösungsvorschläge;I_Ausführlichkeit;Konstruktive_Wortwahl;Mitigation/Adaption;Bürger_innen;II_Ausführlichkeit;Kommentar;User-Name;Lösungsansätze;Haltung_Lösungsansätze;Haltung_Klimakrise;Adressat_in;Lob;Kritik;Beleidigung_Inzivilität;;;;
ZO_025_003;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;"""Was wäre eigentlich die Folge, verstieße die deutsche Mannschaft gegen die Regel und träte mit der One-Love-Armbinde auf, um sich sogleich eine Gelbe Karte einzuhandeln?""

Dazu fehlt diesen Leuten der Mut.

Im Konjunktiv und aus sicherer Entfernung halten sie sich aber für die Größten:

https://www.zdf.de/nachricht…

""Habeck: Würde ""One Love""-Binde tragen

""Ich würde es darauf ankommen lassen"", erklärte Robert Habeck, ""es wäre ein moderater Protest"".""

Derselbe Habeck noch vor kurzem bei seinem Aufenthalt in Katar (ohne seine Armbinde):

Derselbe Habeck noch vor kurzem bei seinem Aufenthalt in Katar (ohne seine Armbinde):

https://www.deutschlandfunkk…

""Vor vier Wochen hätten wir uns noch nicht vorstellen können, dass ein grüner Wirtschaftsminister nach Katar fährt, da den Kratzfuß beim Emir macht.

Dieser Bückling, der ist ein historisches Bild""";Frauenchor;4;99;9;9;4;4;3;;;;
ZO_025_004;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;"Das einzige was hier voller Selbstgerechtigkeit ist, ist dieser Artikel von Fr. Bethke.
Wenn jemand den Zeigefinger hebt und allen sagt wie es richtig geht, dann ja wohl sie in den obigen Zeilen. Ganz schlechter Stil…";Filter41;4;99;9;7;4;1;3;;;;
ZO_025_005;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;Treffer. Versenkt.;MorgensternP;4;99;9;9;4;4;3;;;;
ZO_025_006;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;"""wie man mit marktwirtschaftlichen Anreizen und weniger durch Regulierung und Verbote zur ökologischen Nachhaltigkeit beitragen kann.""

Es geht nur über Regulierung und Verbote. Die Marktwirtschaft hat uns doch gerade zu dem Punkt geführt, an dem wir jetzt sind. Es ist schon seit 50 Jahren bekannt, was zu tun wäre. Eigenverantwortung ist somit eine Chimäre (oder eine Entschuldigung, alles beim Alten zu lassen).

""Es ist an der Zeit, mehr Sachlichkeit zu wagen.""

Es gibt keinen archimedischen Punkt, von dem man objektiv oder sachlich argumentieren könnte. Jeder hat eine Haltung, Weltsicht, Position. Wer Sachlichkeit fordert, will diese nur verschleiern und anderen Moralexzesse vorwerfen können.";Peterpaulich;4;99;1;1;4;4;3;;;;
ZO_025_007;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;"Also: Die Autorin redet Fifa und die Menschenverachtung in Katar schön, da ist sie gegen den miralischen Zeigefinger?

Aber gegen die Klimaaktivisten erhebt sie ihn selber, und moralisiert herum dass es nur so trieft?

Den Klimaachutz will sie wirklich nur über Technologie und Geldbeutel regeln? Fette Stromfresser sieht sie als Lösung? Als Besserverdienende redet sie da leicht.

Frau Bethke, Ihr moralischer Kompass ist jedenfalls ein Totalschaden.";nozomi07;4;99;1;7;4;1;1;;;;
ZO_025_008;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;"""Ob beim Fußball oder Umweltschutz""

Klimaschutz ist nicht bloß ""Umweltschutz"", sondern Überlebens- und Eigenschutz.";ClimateJustice;4;99;1;9;4;4;3;;;;
ZO_025_009;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;Hier werden aber einige Sachen unsachgemäß miteinander vermischt. Ich wäre normalerweise zwar der erste, der meint, man sollte nicht in bigotter Weise moralisieren und die Klimafantatiker*innen gehen mir auch auf den Keks, allerdings werden in Qatar grundlegende Menschenrechte mit Füßen getreten und hier kann man einfach nicht schweigen und so tun als könne es nur um Sport geben. LGTBQIA Rechte sind Menschenrechte und können damit nicht dem kulturellen, religiösen oder persönlichen Empfinden preisgegeben werden.;TheAcademist;4;99;9;9;4;1;3;;;;
ZO_025_010;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;Super Artikel, aus meiner Sicht sollten sich vor allem die Medien selbst von diesem Appell angesprochen fühlen, da von diesen jede Kleinigkeit hochgejazzt wird und empörte Tweets von selbstgerechten Moralisten als Nachricht verstanden werden. Schluss damit. Schreiben Sie mehr über Lösungsansätze von diesen Problemen und nicht mehr, wer mit wem Streit hat, weil der eine schief geguckt hat. Mehr Sachlichkeit in den Medien, jetzt!;aprendiente;4;99;1;9;1;2;3;;;;
ZO_025_011;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;"Sich über die Moralvorstellungen anderer Kulturen zu empören hat auch etwas mit Intoleranz zu tun und es steht in einer schlechten Tradition europäischer Geschichte.

Denn es ist ja nicht das erste mal, das Europa meint den Rest der Welt mit den eigenen Moralvorstellungen zwangsbeglücken zu müssen.

Heute schämen wir uns dieser Epoche, aber wir sollten nicht vergessen, dass die Europäer damals genau so von ihrer moralischen Überlegenheit überzeugt waren, wie wir heute.";Kabeljau;4;99;9;9;4;4;3;;;;
ZO_025_012;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;"""Hauptsache, man steht auf der Seite der Guten, die retten wollen, was Generationen zuvor zerstört haben. ""

Hey, wir haben die Erde zerstört aber regt euch nicht auf und wehe ihr macht uns Vorwürfe.
Das haben wir überhaupt nicht gerne.";Parlez-Vous-Kung-Fu;4;99;9;9;4;4;3;;;;
ZO_025_013;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;Sehr gut gesagt: mehr Sachlichkeit statt Selbstgerechtigkeit. Dem stimme ich voll zu.;Besorgtemutti;4;99;9;7;1;4;3;;;;
ZO_025_014;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;Auch wenn es fußballerisch gerade nicht so läuft - den Titel als besserwisserischer Moralweltmeister nimmt uns Deutschen so schnell keiner ab 😂;achübrigens;4;99;9;5;4;4;3;;;;
ZO_025_015;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;"So ein Unsinn. Ohne Ethik = Moral geht es nicht. Seit wann diskutieren wir ""sachlich"" über Ausbeutung, Mord oder Ungerechtigkeit. Solidarität ist keine Frage von Sachlichkeit allein. Ohne Moral ist die Antwort nicht eindeutig. Was also sollen solche Kommentare? Es waren immer die Konservativen, die sich auf ""Moral"" berufen haben. Und es waren immer auch die Konservativen, denen man vor allem Bigotterie nachweisen konnte und kann.

Und jetzt daher bitte die Moral weglassen? Wozu gibt es wohl die Religionen? Und Regeln des zivilen Zusammenlebens? Oder hat jemand Adam Smith mit seinem Buch über Wirtschaft verstanden? Worum ging es diesem Autor vor allem? Um Moral. Daher war er auch kein Freund eines ""freien"" Marktes, der Markt sollte seinen bürgerlichen Regulierungen überlassen werden (Sanktionen des Rechtstaates und der Markteilnehmer). Ein ""freier"" Markt, wie ihn Neo-Faschisten wie Hayek und Co. gerne verlangen (""Recht des Stärkeren"") war für ihn unmoralisch, unchristlich und unmenschlich.

Ohne Moral geht es nicht! Dafür stehen in unserer Kultur zwei Geschichten: die Vertreibung aus dem Paradies (Erkenntnis = Notwendigkeit von Moral) und die Geschichte der zehn Gebote (Grundlagen der Zivilisation = Moral).

Ohne den sog. moralischen Kompass sind unsere Diskussionen sinnlos und unsere Zivilisation zerstört (siehe doch gerade den Krieg in der Ukraine und den Terror der russ. Kriegsführung oder den Terror der türkischen und iranischen Regierung in den kurdischen Regionen).";Jadoo6;4;99;9;9;4;1;3;;;;
ZO_025_016;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;Volle Zustimmung!;whale;4;99;9;7;1;4;3;;;;
ZO_025_017;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;"Welche Spiele in undemokratisch staaten waren und sind eigentlich nicht politisch

Oder glaubt jemand, das xi , Putin und Katar die Spiele zur Erbauung seiner Bürger veranstaltet";Holger57;4;99;9;9;4;4;3;;;;
ZO_025_018;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;"""Trotzdem gilt es, nach vorn zu schauen und nach realistischen Lösungen zu suchen. Dazu gehört der Ausbau der erneuerbaren Energien, der ja bereits voranschreitet.""

Die Autorin hat es offensichtlich immer noch nicht verstanden.
Die Klimakatastrophe ist kein Gedöns, um das man sich irgendwann mal kümmern kann.
Wir müssen JETZT handeln, nicht morgen und schon gar nicht nächstes Jahr!
Keine Ausreden mehr, dass hatten wir die letzten Jahrzehnte schon in rauen Mengen.
Keine Ablenkungen mehr von wegen ""Moral blabla"". Es geht hier nicht um die Moral. Es geht um unser verdammtes Überleben!
Und von wegen ""es geht voran"": Ich verweise die Autorin mal die auf ZON! Hier kann man heute sehen, dass die Ausbauziele bei 82 (Wind) und 89% (Sonne) liegen. Wir haben Ende November und ob wir - DIE OHNEHIN VIEL ZU NIEDRIGEN - Ausbauziele erreichen ist fraglich!";Hanayagi;4;99;1;7;4;1;3;;;;
ZO_025_019;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;"Vielen Dank Frau Bethke,

volle Zustimmung. Was soll bitte eine Armbinde bewirken - und ausbügeln - was vor 12 Jahren schief gelaufen ist? Die Sportler, für die die Teilnahme an einer WM ein Highlight ihrer Karriere ist, für die Versäumnisse und die Zurückhaltung der Verbände zu kritisieren, ist schlicht unfair.";willmasosagen;4;99;9;7;1;4;3;;;;
ZO_025_020;ZO_025;221124;Als ob sie bessere Menschen wären;441;1;2;0;99;2;99;99;99;Leider geht der Artikel an der Realität vorbei. Zu oft standen in der Vergangenheit geschäftliche, wirtschaftliche, finanzielle und sportliche Aspekte im Vordergrund. Das Agieren der Despoten spricht Bände. Es geht nicht um den erhoben Zeigefinger, sondern um die Thematisierung universeller Menschenrechte.;Frankl58;4;99;9;7;4;1;3;;;;
ZO_027_001;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"Wenn man sich die letzten paar Jahre anschaut anstatt den linearen ueber einen laengeren Zeitraum, dann ist die Sache doch eh schon gegessen...

Deutschland ist schon 2°C wärmer geworden

von Stefan Rahmsdorf, Klimatologe und Abteilungsleiter am Potsdam-Institut für Klimafolgenforschung und Professor für Physik der Ozeane an der Universität Potsdam.

https://scilogs.spektrum.de/…";SirPete;4;99;9;9;4;4;3;;;;
ZO_027_002;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;Wenn die Gletscher schmelzen, geht es auch für uns Menschen aufs Ende zu. Dann steigen die Meeresspiegel und wir müssen noch enger zusammenrücken.;C.O.2;4;99;9;9;4;4;3;;;;
ZO_027_003;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"Gibts dann nicht irgendwo neue?

Soll’s in Nord und Mitteleuropa nicht aufgrund des versiegenden Golfstroms ziemlich kalt werden?

Ernste Frage. Ich hab keine Ahnung";Banditow;4;99;9;9;4;4;3;;;;
ZO_027_004;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"Das Abschmelzen der Gebirgsgletscher ist nur ein Teilaspekt der Katastrophe, auf die die Menschheit zusteuert.
Die Wetterextreme werden weiter zunehmen, was auch die Landwirtschaft erschweren wird.
Ganze Regionen drohen unbewohnbar zu werden.
Es ist auch keine gute Idee, auf Kraftwerke zu setzen, die auf Kühlwasser aus den Flüssen angewiesen sind.
Neben Niedrigwasser des Sommers darf in der 'Nebensaison' mit Überschwemmungen gerechnet werden.
Dazu kommt der Verlust an Biodiversität, wie auch die zunehmende Vermüllung und Vergiftung der Umwelt.
"" Fürchtet die Sommer.""";Der vierte Reiter;4;99;1;9;4;4;3;;;;
ZO_027_005;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"Es ist jetzt nun wirklich an der Zeit die Realität anzunehmen; das 1,5, ja selbst das 2,0 Grad Ziel ist, sofern nicht ein Wunder geschieht, bereits Geschichte.
Realistischer ist es von 2,0 + mit allen daraus resultierenden Konsequenzen zu sprechen.";p.maxwell;4;99;9;9;4;4;3;;;;
ZO_027_006;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"Wenn das Eis weg sei, sei vor allem in Dürrephasen mit Wasserknappheit zu rechnen. ""Das ist ein Problem für Bewässerung, Trinkwasser, Warentransport, Fauna und Flora und so weiter"", sagte Huss.
---
Darin liegt der drastischiste Teil der Klimakatasthrope.";BadNews;4;99;1;9;4;4;3;;;;
ZO_027_007;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;Vielleicht haben wir ja Glück und es gibt einen Megavulkanausbruch der das Sonnenlicht abhält. Oder vielleicht einen kleinen atomaren Winter?;jangohatmonatskarte;4;99;9;9;4;4;3;;;;
ZO_027_008;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;In einem veränderten Klima, wie wir es jetzt haben und das es z.B. 1960 noch nicht gab, hat noch kein menschliches Wesen vorher gelebt. Wir sind zu unseren eigenen Versuchskaninchen geworden und können hoffen, dass das Ökosystem nicht zu plötzlich zusammenbricht.;Gelöschter Nutzer 154222;4;99;1;9;4;4;3;;;;
ZO_027_009;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"""könnte schmelzen""

Ich lach mich scheckig. Sie WERDEN schmelzen, weil der Mensch ganz offensichtlich zu unfähig/ignorant ist diese Krise wirklich ernsthaft anzugehen. Niemals kriegen wir das noch rechtzeitig auf die Kette....";Wasnhierlos;4;99;1;7;4;1;3;;;;
ZO_027_010;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;Immer diese Weltuntergangsstimmung. Es wird schon, auf die Menschheit kann die Erde eh verzichten. Also mal nicht so ängstlich.;John90;4;99;3;7;4;1;3;;;;
ZO_027_011;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"Also ich glaube längst nicht mehr daran, dass das 1,5 Grad Ziel noch irgendwie zu erreichen ist. Der Zug ist längst abgefahren.

Es muss jetzt darum gehen viel mehr für die Klimaanpassung zu tun, konkret beinhaltet das die Stärkung des Lawinenschutzes in Gebirgsregionen, Ausbau von Deichen, Umbau der Kanalisationen, Unwetterschutz Wasserspeicherung und Umstellung der Land- und Forstwirtschaft auf warm-gemäßigte Wetterlagen, statt kalt-gemäßigte.

Die Gletscher werden auf lange Sicht wohl kaum zu retten sein.";Miles_Guo;2;99;1;1;4;4;3;;;;
ZO_027_012;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"Wenn die Gletscher schmelzen, bedeutet das, dass viele Flüsse im Sommer trockenfallen könnten.
D.h, auch keine Schifffahrt, keine Kühlung für Kraftwerke.";Paul Freyburger;4;99;9;9;4;4;3;;;;
ZO_027_013;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"Leider gewöhnen wir uns an solche schleichende Veränderungen. Hier in der Schweiz sind seit den 50er Jahren 40% der Skigebiete geschlossen worden. Der Trend beschleunigt sich. Und hier kann man die menschliche Seele am besten ablesen: nichts ist dem Schweizer so heilig wie sein Skigebiet. Nun schaut man schulterzuckend zu wie sie verschwinden, setzt sich in den dicken SUV und düst zum nächsten Flughafen um Skiurlaub woanders zu machen.

So ist der Mensch.";Jinx Powder;4;99;9;6;4;4;3;;;;
ZO_027_014;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"Klar doch, wir passen uns an! :-;

""Wegen des akuten Schneemangels ist es schwierig, die Skipisten befahrbar zu halten. Die Chefs der Skigebiete bei Gstaad haben sich darum etwas ganz Extravagantes einfallen lassen: Sie liessen das weisse Zauberpulver per Helikopter zu den Pisten fliegen.

Demnach flog in der letzten Woche des vergangenen Jahres ein Heli mehrfach zur Talstation Oeschseite, um eine Verbindungspiste zwischen den Gebieten Zweisimmen und Saanenmöser offenzuhalten, wie das Berner E-Magazin «Hauptstadt» berichtete. Es sei nicht möglich gewesen, das Problem mit Schneekanonen zu lösen, da die Temperaturen zu hoch und die Schneedecke zu dünn war, so Matthias In-Albon, Bergbahn-CEO, gegenüber «Hauptstadt»:""

https://www.watson.ch/schwei…";Paul Freyburger;4;99;9;9;4;4;3;;;;
ZO_027_015;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"Inzwischen schwindet auch das Meereis in der Antarktis:

""Die Ausdehnung des antarktischen Meereises ist im Dezember auf ein neues Rekordminimum gefallen. Das berichtet der Deutsche Wetterdienst und bezieht sich auf Daten des Alfred-Wegener-Institutes. Demnach blieb die Meereisbedeckung der Antarktis im Südwinter deutlich unter dem vieljährigen Mittel und sei vergleichbar mit dem bisherigen Rekordminimum von 2017 gewesen.""

https://www.spektrum.de/news…";Paul Freyburger;4;99;9;9;4;4;3;;;;
ZO_027_016;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;Wir, die Menschen, werden diese Krise hautnah, vollständig documentiert bis zum ende miterleben. Da unsere Anpassungsgeschwindigkeit mit zunehmendem Alter und Vergnügungssucht immer langsamer wird, wird der Veränderungsprozess der Umwelt sich wahrscheinlich beschleunigen. Da alle Plätze auf dem Planeten bereits von Menschen besetzt sind und eher schrumpfen wird sich aufgrund physikalischer und aller übrigen Naturgesetzmässigkeiten die Bedingungen unvorstellbar verändern. Ès ist gefährlich nichts zu tun aber offensichtlich auch gefährlich wenn man liebgewordene Verhältnisse abgeschafft will. Am Ende lags am Klima das Überleben nicht möglich war.;Beina;4;99;1;9;4;4;3;;;;
ZO_027_017;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"Die Natur findet meist schon einen Weg der Selbstkorrektur - falls wir richtig Pech haben explodiert einer der längst überfälligen Megavulkane und wir landen in einer richtigen Eiszeit, mit nordischen Gletschern bis zur Höhe Düsseldorfs.

Die Aktivität des Vulkanismus hat sich jedenfalls parallel zu den derzeitigen Klimaschwankungen kräftig verstärkt - angeblich hocken wir auch hier in Deutschland auf einem davon.

Die deutschen Gletscher jedenfalls waren nie entscheidend, denn die sind auch schon vorher mal abgeschmolzen und es hat niemanden interessiert.

Zitat:
""Besonders markant war wohl das Optimum im frühen Holozän, als sich nach der Eiszeit vor 11.000 Jahren große Teile der Nordhalbkugel in 50 Jahren um etwa zehn Grad erwärmten. In den folgenden Jahrtausenden lagen die Temperaturen mehrfach rund ein Grad über den heutigen.""";K@rdiovers1on;4;99;3;9;4;4;3;;;;
ZO_027_018;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"Der Mensch maßt sich mal die Natur beherrschen zu wollen. Den Temperaturanstieg auf 1.5 Grad begrenzen, vergisst dabei aber das es noch andere Faktoren gibt die den natürlichen Klimawandel steuern. Die Erdachse verschiebt sich, Sonnenaktivitäten, Vulkanausbrüche und auch CO2 Emissionen aus Vulkanen gehören dazu.
Der menschegemachten Anteil am Klimawandel mag regulierbar sein, was in Realität wohl am Egoismus der Protagonisten scheitern wird, aber natürliche Faktoren lassen sich weder kalkulieren noch regulieren.
Gerade wieder zweifelt die Wissenschaft an ihren Klimamodellen, da der Südpazifik kälter wird und nicht wärmer wie vorhergesagt und keiner kann es sich erklären.";toothferry;4;99;2;9;4;4;3;;;;
ZO_027_019;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"In meinem Garten blühte es im Dezember, jetzt sind auch schon Knospen draußen. Die Gletscher haben keine Chance mehr, weil wir nichts anpacken.

Hauptsache wir können Auto fahren, in Urlaub fliegen usw. Andere interessieren uns nicht. Schon gar keine Ökosysteme oder Tiere wie Schwebfliegen.

Hauptsache ich, ich, ich ...";erwachsen;4;99;1;6;4;4;3;;;;
ZO_027_020;ZO_027;230105;Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen;138;1;2;0;99;2;99;99;99;"""Fast jeder zweite Gletscher könnte bis zum Jahr 2100 schmelzen""

Was soll denn immer diese juristische Vorsicht in den Überschriften und im Text? Natürlich könnte - es könnte auch wieder kalt werden oder es könnten alle Gketscher wegschmelzen.

Man muss ganz hart sagen: Wenn wir so weitermachen wird bis 2100 die Hälfte der noch vorhandenen Gletscher verschwunden sein.

Mit ""könnte"" und ""vielleicht"" bringt man niemanden dazu was zum Positivn zu ändern. Wenn es nur sein ""könnte"" machen wir so falsch weiter wie es bis hierher gebracht hat.";Lerotius;4;99;1;7;4;1;3;;;;
ZO_028_001;ZO_028;220803;Denn sie wissen, was sie nicht tun;128;1;2;0;99;2;99;99;99;"Will Teil sein einer Geschichte, in der sich die Menschheit die Freiheit nimmt, sich von den Fossilen zu befreien. Will dem Ausstieg aus den Fossilen bei allen Abhängigkeiten wenigstens nicht allzusehr im Weg stehen. Müssen hat mehr im historischen und globalen Vergleich privilegierte Industriebürger werden, die das auch wollen. Aber ohne vernünftig politische Entscheidungen wird's nicht gehen. Für eine bessere Welt, wenn die Jugend so alt ist wie Scholz.

https://www.zeit.de/gesellsc…";wolf_niese;4;99;1;1;4;4;3;;;;
ZO_028_002;ZO_028;220803;Denn sie wissen, was sie nicht tun;128;1;2;0;99;2;99;99;99;"""das Ergebnis einer ideologischen Operation zur Privilegierung des Konsums""

Menschen, die ""ideologiefrei"" gegen die ""Ökodiktatur"" kämpfen wollen, begreifen offenbar gar nicht mehr, wie sehr sie die vom Autor beschriebene Ideologie derart verinnerlicht haben, dass sie ihnen gar nicht mehr auffällt.";fandorine;4;99;9;6;4;4;3;;;;
ZO_028_003;ZO_028;220803;Denn sie wissen, was sie nicht tun;128;1;2;0;99;2;99;99;99;"""..die demokratische Komplexität gesellschaftlicher Veränderungsprozesse..""
Diese Problematik würde Xi uns gerne abnehmen.";api-zeit;4;99;9;9;4;4;3;;;;
ZO_028_004;ZO_028;220803;Denn sie wissen, was sie nicht tun;128;1;2;0;99;2;99;99;99;"Weil die drei Grundbübel der Menschheit sind:
* Egoismus
* Ignoranz
* Die Unfähigkeit weiter als drei Monate zu denken

Darum wird das auch nichts mit uns.";Gelöschter Nutzer 69743;4;99;9;6;4;4;3;;;;
ZO_028_005;ZO_028;220803;Denn sie wissen, was sie nicht tun;128;1;2;0;99;2;99;99;99;"Der Mensch schafft eben im Großen nicht, was er schon nicht im Kleinen schafft. Die eigenen Gesundheit sollte einem jeden wichtig sein. Man kann sie unmittelbar zum Positiven beeinflussen. Sogar innerhalb einer kurzen Zeit, schon nach wenigen Monaten hat man positive Effekte, innerhalb von wenigen Jahren kann man tolle Ergebnisse erzielen.

Und was macht die Mehrheit? Ernährt sich ungesund, zu fettig, raucht, trinkt übermäßig, bewegt sich zu wenig, macht keinen Sport, dehnt sich nicht usw.

Wie wollen sie jemanden, den es nicht mal zum Handeln bewegt, wenn er beim Treppensteigen im 2. Stock Schnappatmung bekommt, zu einem langfristigen globalen Plan überzeugen?";FreiburgerJung;4;99;9;6;4;4;3;;;;
ZO_028_006;ZO_028;220803;Denn sie wissen, was sie nicht tun;128;1;2;0;99;2;99;99;99;"""Letzterer soll seine Affekte dabei nicht mehr zügeln, sondern darf ihnen auf dem Markt freien Lauf lassen. So offenbart sich der fortlaufende Konsum als vermeintlicher Garant von Demokratie und Freiheit. Und dementsprechend sei jedwede Einschränkung oder Regulierung desselbigen ein potenzieller Weg in die planwirtschaftliche Knechtschaft.

Vor diesem Hintergrund wird deutlich, dass die gegenwärtigen Debatten über eine drohende ""Ökodiktatur"" oder vermeintlichen Verbotsfanatismus nicht zuletzt das Ergebnis einer ideologischen Operation zur Privilegierung des Konsums darstellen. Denn wo Letzterer vielen als wesentliche Triebkraft der Freiheit gilt, wird die Aufforderung zum präventiven Verzicht en passant zum Angriff auf die Demokratie selbst.""

Treffende Analyse, ungeschminkt gesagt, heißt das aber auch, dass die Zustimmung zur Demokratie durch möglichst viel Konsum von größeren Teilen der Bevölkerung erkauft wird, damit eine kleine Gruppe von überzeugten Demokraten und von überzeugten Lobbyisten Politit und Wirtschaft betreiben können.

Nun, das ist zumindest die Gefahr, ...

Einen Punkt hat der Autor vergessen, das ist die massive Propaganda der Carbonindustrie gegen die Glaubwürdigkeit der Klimawissenschaft.";Paul Freyburger;4;99;1;7;1;1;3;;;;
ZO_028_007;ZO_028;220803;Denn sie wissen, was sie nicht tun;128;1;2;0;99;2;99;99;99;"Die Zukunft wird nicht arg. Sie wird gut. So, wie alles immer besser wird, wenn man es nicht kaputt redet. Klar gibt es Herausforderungen; aber weder Klima- noch Energie- noch Ukraine- noch Renten-Krise werden dazu führen, dass es arg wird. Solche Herausforderungen gab es immer in der Menschheitsgeschichte. Was es nicht immer gab, sind Medien, die so dermaßen über das Ziel hinausschießen, wie heute Social Media.";Danke gut;4;99;9;9;4;2;3;;;;
ZO_028_008;ZO_028;220803;Denn sie wissen, was sie nicht tun;128;1;2;0;99;2;99;99;99;"Auch hier wird mit dem Stichwort ""Italianisierung"" ein Veränderungsprozess angedeutet, der deutschen Beobachtern besonders unheimlich vorkommt. Die europäischen Staaten sehen sich mit der Herausforderung konfrontiert, auf eine historisch neue Lage antworten zu müssen. Auf nationale Souveränität, zentrale Planung, Regierbarkeit, Integration der Bürger durch Arbeit ist kein Verlaß mehr, was die Italiener am wenigsten von allen Europäern überrascht. Die Epoche der nationalen Souveränität war zu kurz, um sich an die damit verbundenen Phantasmen gewöhnen zu können, Planer sind meistens als Scharlatane und Regierungsvertreter als Ausbeuter betrachtet worden, und Perioden der Vollbeschäftigung waren so selten, dass sich statt eines ehernen Arbeitsethos eine außergewöhnlich reiche Kultur des Parasitentums entwickelt hat. Aus diesen Gründen wird das oft gescholtene Italien am besten mit unsicheren und instabilen Zuständen fertig";Gelöschter Nutzer 84292;4;99;9;2;4;4;3;;;;
